first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,,,,,,Rank,Value
Vyky,Pegg,Female,64,15-03-1943,Quality Control Specialist,Manufacturing,Mass Customer,N,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,1.09,1.3625,1.3625,1.158125,988,988,0.3995
Kellen,Pawelski,Female,83,26-07-1945,,Manufacturing,High Net Worth,N,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,0.98,1.225,1.53125,1.53125,988,988,0.3995
Jermaine,Bagshawe,Female,60,14-05-1954,Help Desk Operator,Property,Mass Customer,N,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,0.98,1.225,1.225,1.04125,988,988,0.3995
Bryan,Jachtym,Male,59,15-05-1974,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,0.83,1.0375,1.0375,0.881875,988,988,0.3995
Renie,Laundon,Female,32,18-12-1973,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,0.68,0.85,0.85,0.7225,993,993,0.391
Weidar,Etheridge,Male,38,13-07-1959,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6,0535 Jay Point,2422,NSW,Australia,4,0.86,1.075,1.075,0.91375,994,994,0.3825
Datha,Fishburn,Female,15,02-07-1990,Office Assistant IV,Retail,Mass Customer,N,No,3,6 Caliangt Way,3079,VIC,Australia,12,0.63,0.63,0.7875,0.669375,994,994,0.3825
Ferdinand,Romanetti,Male,60,07-10-1959,Paralegal,Financial Services,Affluent Customer,N,No,9,2 Sloan Way,2200,NSW,Australia,7,0.8,0.8,0.8,0.8,996,996,0.374
Burk,Wortley,Male,22,17-10-2001,Senior Sales Associate,Health,Mass Customer,N,No,6,04 Union Crossing,2196,NSW,Australia,10,0.95,0.95,1.1875,1.009375,997,997,0.357
Melloney,Temby,Female,17,05-10-1954,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,N,Yes,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,0.52,0.65,0.65,0.65,997,997,0.357
Dickie,Cubbini,Male,30,17-12-1952,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,57666 Victoria Way,4215,QLD,Australia,2,1.08,1.35,1.35,1.1475,997,997,0.357
Sylas,Duffill,Male,56,02-10-1955,Staff Accountant IV,Property,Mass Customer,N,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,0.78,0.975,1.21875,1.0359375,1000,1000,0.34
